product_id,name,sku,image_url,product_url,store_code,store_name,price,original_price,main_category,category_level_1,category_level_2,brand,visible,status,unit,promotion_name,mm_promotion_type,mm_features,mm_start,mm_end,dnr_no,dnr_interpretation,main_category_uid,category_level_1_uid,category_level_2_uid
238886_10029,"Cà phê hoà tan G7 Trung Nguyên 3in1, túi 100 gói, 160g",238886_22388865,https://mmpro.vn/media/catalog/product/2/3/238886.jpg,https://online.mmvietnam.com/product/ca-phe-hoa-tan-g7-trung-nguyen-3in1-tui-100-goi-160g.html,10029,"MM Food Service Hưng Phú",333000.000000,333000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê",G7,Yes,Active,Túi,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
256973_10029,"Cà phê King Coffee hoà tan Espresso, hộp 15 gói, 2.5g",256973_22569738,https://mmpro.vn/media/catalog/product/2/5/256973.jpg,https://online.mmvietnam.com/product/ca-phe-king-coffee-hoa-tan-espresso-hop-15-goi-2-5g.html,10029,"MM Food Service Hưng Phú",59000.000000,73000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê","KING COFFEE",Yes,Active,Hộp,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
256971_10029,"Cà phê King Coffee hoà tan 3in1, hộp 20 gói, 16g",256971_22569714,https://mmpro.vn/media/catalog/product/2/5/256971.jpg,https://online.mmvietnam.com/product/ca-phe-king-coffee-hoa-tan-3in1-hop-20-goi-16g.html,10029,"MM Food Service Hưng Phú",73000.000000,73000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê","KING COFFEE",Yes,Active,Hộp,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
259256_10029,"Nescafe Việt đen đá hòa tan, bịch 35 gói, 16g",259256_22592569,https://mmpro.vn/media/catalog/product/2/5/259256-1.jpg,https://online.mmvietnam.com/product/ca-phe-den-da-nescafe-cafe-viet-tui-35-goi-16g.html,10029,"MM Food Service Hưng Phú",138000.000000,138000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê",NESCAFE,Yes,Active,Bịch,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
259702_10029,"Cà phê Wake Up Sài Gòn, bịch 24 gói, 19g",259702_22597021,https://mmpro.vn/media/catalog/product/2/5/259702.jpg,https://online.mmvietnam.com/product/ca-phe-wake-up-sai-gon-hop-24-goi-19g-goi.html,10029,"MM Food Service Hưng Phú",49000.000000,50000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê","WAKE UP",Yes,Active,Bịch,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
73234_10029,"Café Nescafe Red Cup Asian, 200g",73234_20732349,https://mmpro.vn/media/catalog/product/7/3/73234.jpg,https://online.mmvietnam.com/product/cafe-nescafe-red-cup-asian-200g.html,10029,"MM Food Service Hưng Phú",188000.000000,188000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê",NESCAFE,Yes,Active,Hũ,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
98555_10029,"Cà phê hòa tan Nescafe 3in1 vị nguyên bản, hộp 20 gói, 17/16g",98555_20985554,https://mmpro.vn/media/catalog/product/9/8/98555.jpg,https://online.mmvietnam.com/product/ca-phe-hoa-tan-nescafe-3in1-dam-da-hai-hoa-hop-20-goi-17g.html,10029,"MM Food Service Hưng Phú",65000.000000,72000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê",NESCAFE,Yes,Active,Hộp,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
73233_10029,"Cà phê Nescafe Red Cup Asian, thùng 12 hũ, 200g",73233_20732332,https://mmpro.vn/media/catalog/product/7/3/73233_2.jpg,https://online.mmvietnam.com/product/cafe-nescafe-red-cup-asian-12-hu-200g.html,10029,"MM Food Service Hưng Phú",2124000.000000,2124000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê",NESCAFE,Yes,Active,Hũ,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
98553_10029,"Cà phê hòa tan Nescafe 3in1 rang đậm, hộp 20 gói, 17/16g",98553_20985530,https://mmpro.vn/media/catalog/product/9/8/98553.jpg,https://online.mmvietnam.com/product/ca-phe-hoa-tan-nescafe-3in1-dam-vi-ca-phe-hop-20-goi-17g.html,10029,"MM Food Service Hưng Phú",65000.000000,73000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê",NESCAFE,Yes,Active,Hộp,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
311646_10029,"Cà phê sữa đá Nescafe 3in1, hộp 10 gói, 24g",311646_23116467,https://mmpro.vn/media/catalog/product/3/1/311646.jpg,https://online.mmvietnam.com/product/ca-phe-sua-da-nescafe-3in1-hop-10-goi-20g.html,10029,"MM Food Service Hưng Phú",50000.000000,50000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê",NESCAFE,Yes,Active,Hộp,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
321129_10029,"Cà phê Legend Special, hộp 18 gói, 25g",321129_23211292,https://mmpro.vn/media/catalog/product/3/2/321129.jpg,https://online.mmvietnam.com/product/ca-phe-legend-special-hop-18-goi-25g.html,10029,"MM Food Service Hưng Phú",133000.000000,133000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê","TRUNG NGUYEN",Yes,Active,Hộp,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
321136_10029,"Cà phê Legend sữa đá, hộp 9 gói, 25g",321136_23211360,https://mmpro.vn/media/catalog/product/3/2/321136.jpg,https://online.mmvietnam.com/product/ca-phe-legend-sua-da-hop-9-goi-25g.html,10029,"MM Food Service Hưng Phú",101000.000000,101000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê","TRUNG NGUYEN",Yes,Active,Hộp,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
369755_10029,"Cà phê G7 hòa tan đen, hộp 50 gói, 2g",369755_23697553,https://mmpro.vn/media/catalog/product/3/6/369755.jpg,https://online.mmvietnam.com/product/ca-phe-g7-hoa-tan-den-hop-50-goi-2g.html,10029,"MM Food Service Hưng Phú",113000.000000,113000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê",G7,Yes,Active,Hộp,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
370831_10029,"Cà phê sữa đá NesCafe, bịch 25 gói, 20g",370831_23708310,https://mmpro.vn/media/catalog/product/3/7/370831.jpg,https://online.mmvietnam.com/product/ca-phe-sua-da-nescafe-20gr-x-25-goi.html,10029,"MM Food Service Hưng Phú",121000.000000,121000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê",NESCAFE,Yes,Active,Gói,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
138623_10029,"Sữa thanh trùng Lothamilk không đường, 1.76 lít",138623_21386237,https://mmpro.vn/media/catalog/product/1/3/138623.jpg,https://online.mmvietnam.com/product/sua-tuoi-thanh-trung-long-thanh-lothamilk-khong-duong-1-76-lit.html,10029,"MM Food Service Hưng Phú",86000.000000,86000.000000,"Bơ - Trứng - Sữa","Bơ - Phô mai - Sữa chua","Sữa tươi",,Yes,Active,Chai,,,,,,,,MjQ5MjY=,MjQ5Mjc=,MjQ5NDM=
214723_10029,"Sữa thanh trùng Dalat Milk không đường, 950ml",214723_22147233,https://mmpro.vn/media/catalog/product/2/1/214723.jpg,https://online.mmvietnam.com/product/sua-thanh-trung-khong-duong-dalat-milk-950ml.html,10029,"MM Food Service Hưng Phú",45000.000000,45000.000000,"Bơ - Trứng - Sữa","Bơ - Phô mai - Sữa chua","Sữa tươi",,Yes,Active,Hộp,,,,,,,,MjQ5MjY=,MjQ5Mjc=,MjQ5NDM=
214728_10029,"Sữa thanh trùng Dalat Milk không đường, 450ml",214728_22147288,https://mmpro.vn/media/catalog/product/2/1/214728.jpg,https://online.mmvietnam.com/product/sua-thanh-trung-khong-duong-dalat-milk-450ml.html,10029,"MM Food Service Hưng Phú",24900.000000,24900.000000,"Bơ - Trứng - Sữa","Bơ - Phô mai - Sữa chua","Sữa tươi",,Yes,Active,Hộp,,,,,,,,MjQ5MjY=,MjQ5Mjc=,MjQ5NDM=
322282_10029,"Sữa thanh trùng Lothamilk có đường, hộp 900ml/1000ml",322282_23222823,https://mmpro.vn/media/catalog/product/3/2/322282.jpg,https://online.mmvietnam.com/product/sua-tiet-trung-lothamilk-co-duong-900ml.html,10029,"MM Food Service Hưng Phú",44300.000000,44300.000000,"Bơ - Trứng - Sữa","Bơ - Phô mai - Sữa chua","Sữa tươi",,Yes,Active,Hộp,,,,,,,,MjQ5MjY=,MjQ5Mjc=,MjQ5NDM=
109917_10029,"Cà phê Trung Nguyên sức sống (nâu), 500g",109917_21099175,https://mmpro.vn/media/catalog/product/1/0/109917.jpg,https://online.mmvietnam.com/product/ca-phe-suc-song-nau-trung-nguyen-500g.html,10029,"MM Food Service Hưng Phú",127000.000000,127000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê","TRUNG NGUYEN",Yes,Active,Gói,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
155114_10029,"Cà phê House Blend Trung Nguyên, 500g",155114_21551147,https://mmpro.vn/media/catalog/product/1/5/155114.jpg,https://online.mmvietnam.com/product/ca-phe-house-blend-trung-nguyen-500g.html,10029,"MM Food Service Hưng Phú",124000.000000,124000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê","TRUNG NGUYEN",Yes,Active,Hộp,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
155670_10029,"Cà phê Trung Nguyên khát vọng I, 500g",155670_21556708,https://mmpro.vn/media/catalog/product/1/5/155670.jpg,https://online.mmvietnam.com/product/ca-phe-trung-nguyen-khat-vong-i-500g.html,10029,"MM Food Service Hưng Phú",99000.000000,99000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê","TRUNG NGUYEN",Yes,Active,Gói,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
179901_10029,"Cà phê Trung Nguyên sáng tạo 8, 500g",179901_21799013,https://mmpro.vn/media/catalog/product/1/7/179901.jpg,https://online.mmvietnam.com/product/ca-phe-trung-nguyen-sang-tao-8-500g.html,10029,"MM Food Service Hưng Phú",561000.000000,561000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê","TRUNG NGUYEN",Yes,Active,Hộp,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
201745_10029,"Cà phê Trung Nguyên sáng tạo số 2, 340g",201745_22017451,https://mmpro.vn/media/catalog/product/2/0/201745.jpg,https://online.mmvietnam.com/product/ca-phe-sang-tao-so-2-trung-nguyen-340g.html,10029,"MM Food Service Hưng Phú",100000.000000,100000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê","TRUNG NGUYEN",Yes,Active,Gói,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
201742_10029,"Cà phê Trung Nguyên sáng tạo 1, 340g",201742_22017420,https://mmpro.vn/media/catalog/product/2/0/201742.jpg,https://online.mmvietnam.com/product/ca-phe-trung-nguyen-sang-tao-1-340g.html,10029,"MM Food Service Hưng Phú",87000.000000,87000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê","TRUNG NGUYEN",Yes,Active,Gói,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
201747_10029,"Cà phê Trung Nguyên sáng tạo số 3, 340g",201747_22017475,https://mmpro.vn/media/catalog/product/2/0/201747.jpg,https://online.mmvietnam.com/product/ca-phe-sang-tao-so-3-trung-nguyen-340g.html,10029,"MM Food Service Hưng Phú",121000.000000,121000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê","TRUNG NGUYEN",Yes,Active,Gói,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
201748_10029,"Cà phê Trung Nguyên sáng tạo số 4, 340g",201748_22017482,https://mmpro.vn/media/catalog/product/2/0/201748.jpg,https://online.mmvietnam.com/product/ca-phe-sang-tao-so-4-trung-nguyen-340g.html,10029,"MM Food Service Hưng Phú",139000.000000,139000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê","TRUNG NGUYEN",Yes,Active,Hộp,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
201750_10029,"Cà phê sáng tạo số 5 Trung Nguyên, 340g",201750_22017505,https://mmpro.vn/media/catalog/product/2/0/201750.jpg,https://online.mmvietnam.com/product/ca-phe-sang-tao-so-5-trung-nguyen-340g.html,10029,"MM Food Service Hưng Phú",161000.000000,161000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê","TRUNG NGUYEN",Yes,Active,Gói,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
256970_10029,"Cà phê King Expert Blend 2, 500g",256970_22569707,https://mmpro.vn/media/catalog/product/2/5/256970.jpg,https://online.mmvietnam.com/product/ca-phe-king-expert-blend-2-500g.html,10029,"MM Food Service Hưng Phú",146000.000000,146000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê","KING COFFEE",Yes,Active,Gói,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
33667_10029,"Cà phê Gourmet Blend Trung Nguyên, 500g",33667_20336677,https://mmpro.vn/media/catalog/product/3/3/33667.jpg,https://online.mmvietnam.com/product/ca-phe-gourmet-blend-trung-nguyen-500g.html,10029,"MM Food Service Hưng Phú",164000.000000,164000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê","TRUNG NGUYEN",Yes,Active,Hộp,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
54542_10029,"Cà phê Trung Nguyên chữ S, 500g",54542_20545420,https://mmpro.vn/media/catalog/product/5/4/54542.jpg,https://online.mmvietnam.com/product/ca-phe-trung-nguyen-chu-s-500g.html,10029,"MM Food Service Hưng Phú",81000.000000,81000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê","TRUNG NGUYEN",Yes,Active,Gói,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
369759_10029,"Cà phê Trung Nguyên chế phin số 1, gói 500g",369759_23697591,https://mmpro.vn/media/catalog/product/3/6/369759.jpg,https://online.mmvietnam.com/product/ca-phe-trung-nguyen-che-phin-so-1-goi-500g.html,10029,"MM Food Service Hưng Phú",145000.000000,145000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê","TRUNG NGUYEN",Yes,Active,Gói,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
369760_10029,"Cà phê Trung Nguyên chế phin số 5 500g",369760_23697607,https://mmpro.vn/media/catalog/product/3/6/369760.jpg,https://online.mmvietnam.com/product/ca-phe-trung-nguyen-che-phin-so-5-500g.html,10029,"MM Food Service Hưng Phú",276000.000000,276000.000000,"Đồ uống đóng hộp","Trà - Cà phê","Cà phê","TRUNG NGUYEN",Yes,Active,Gói,,,,,,,,MjUzMDY=,MjUzMDk=,MjUzMTI=
258968_10029,"Pate gan heo MM, 500g",258968_22589682,https://mmpro.vn/media/catalog/product/2/5/258968.jpg,https://online.mmvietnam.com/product/pate-gan-heo-mm-500g.html,10029,"MM Food Service Hưng Phú",76000.000000,76000.000000,"Đồ ăn chế biến","Xúc xích - Jambon - Thịt nguội",Khác,,Yes,Active,Hộp,,,,,,,,MjUwODU=,MjU0NjE=,MjU0Njc=
91874_10029,"Pate gan heo, 500g",91874_20918743,https://mmpro.vn/media/catalog/product/9/1/91874_1.jpg,https://online.mmvietnam.com/product/pate-gan-heo-500g.html,10029,"MM Food Service Hưng Phú",76000.000000,76000.000000,"Đồ ăn chế biến","Xúc xích - Jambon - Thịt nguội",Khác,,Yes,Active,Gói,,,,,,,,MjUwODU=,MjU0NjE=,MjU0Njc=
186484_10029,"Sữa chua lên men Betagen hương cam, 300ml",186484_21864841,https://mmpro.vn/media/catalog/product/1/8/186484.jpg,https://online.mmvietnam.com/product/sua-chua-uong-betagen-len-men-huong-cam-300ml.html,10029,"MM Food Service Hưng Phú",20500.000000,20500.000000,"Bơ - Trứng - Sữa","Bơ - Phô mai - Sữa chua","Sữa chua uống","NO BRAND",Yes,Active,Chai,,,,,,,,MjQ5MjY=,MjQ5Mjc=,MjQ5Mzc=
207254_10029,"Sữa chua uống lên men tự nhiên Betagen hương cam, 700ml",207254_22072542,https://mmpro.vn/media/catalog/product/2/0/207254.jpg,https://online.mmvietnam.com/product/sua-chua-uong-betagen-cam-700ml.html,10029,"MM Food Service Hưng Phú",40000.000000,40000.000000,"Bơ - Trứng - Sữa","Bơ - Phô mai - Sữa chua","Sữa chua uống","NO BRAND",Yes,Active,Chai,,,,,,,,MjQ5MjY=,MjQ5Mjc=,MjQ5Mzc=
191528_10029,"Sữa chua uống Vinamilk Probi dâu, lốc 5 chai, 65ml",191528_21915284,https://mmpro.vn/media/catalog/product/1/9/191528.jpg,https://online.mmvietnam.com/product/sua-chua-uong-vinamilk-probi-huong-dau-loc-5-chai-65ml.html,10029,"MM Food Service Hưng Phú",21500.000000,24000.000000,"Bơ - Trứng - Sữa","Bơ - Phô mai - Sữa chua","Sữa chua uống","TWIN COWS",Yes,Active,Lốc,,,,,,,,MjQ5MjY=,MjQ5Mjc=,MjQ5Mzc=
236500_10029,"Sữa chua uống Đà Lạt Milk dâu, 500ml",236500_22365002,https://mmpro.vn/media/catalog/product/2/3/236500.jpg,https://online.mmvietnam.com/product/sua-chua-uong-da-lat-milk-dau-500ml.html,10029,"MM Food Service Hưng Phú",30000.000000,30000.000000,"Bơ - Trứng - Sữa","Bơ - Phô mai - Sữa chua","Sữa chua uống",,Yes,Active,Chai,,,,,,,,MjQ5MjY=,MjQ5Mjc=,MjQ5Mzc=
336099_10029,"Sữa chua Betagen lên men dâu, 300ml",336099_23360990,https://mmpro.vn/media/catalog/product/3/3/336099.jpg,https://online.mmvietnam.com/product/sua-chua-uong-betagen-len-men-dau-300ml.html,10029,"MM Food Service Hưng Phú",20900.000000,20900.000000,"Bơ - Trứng - Sữa","Bơ - Phô mai - Sữa chua","Sữa chua uống",,Yes,Active,Chai,,,,,,,,MjQ5MjY=,MjQ5Mjc=,MjQ5Mzc=
368913_10029,"Sữa chua uống Betagen lên men hương dâu, 700ml",368913_23689138,https://mmpro.vn/media/catalog/product/3/6/368913.jpg,https://online.mmvietnam.com/product/sua-chua-uong-betagen-len-men-huong-dau-700ml.html,10029,"MM Food Service Hưng Phú",41600.000000,41600.000000,"Bơ - Trứng - Sữa","Bơ - Phô mai - Sữa chua","Sữa chua uống",,Yes,Active,Chai,,,,,,,,MjQ5MjY=,MjQ5Mjc=,MjQ5Mzc=
115795_10029,"Sữa chua uống Vinamilk Probi, lốc 5 chai, 65ml",115795_21157950,https://mmpro.vn/media/catalog/product/1/1/115795.jpg,https://online.mmvietnam.com/product/sua-chua-uong-vinamilk-probi-loc-5-chai-65ml.html,10029,"MM Food Service Hưng Phú",22000.000000,23800.000000,"Top Pick Tạp Hóa","Kem - Sữa",,PROBI,Yes,Active,Lốc,,,,,,,,Mjc1ODk=,Mjc1OTg=,
193544_10029,"Sữa chua uống TH vani, lốc 4 hũ, 100ml",193544_21935442,https://mmpro.vn/media/catalog/product/1/9/193544.jpg,https://online.mmvietnam.com/product/sua-chua-uong-th-vani-loc-4-chai-100ml.html,10029,"MM Food Service Hưng Phú",31000.000000,31000.000000,"Bơ - Trứng - Sữa","Bơ - Phô mai - Sữa chua","Sữa chua uống",TH,Yes,Active,Lốc,,,,,,,,MjQ5MjY=,MjQ5Mjc=,MjQ5Mzc=
207255_10029,"Sữa chua uống lên men tự nhiên Betagen, 700ml",207255_22072559,https://mmpro.vn/media/catalog/product/2/0/207255.jpg,https://online.mmvietnam.com/product/sua-uong-len-men-tu-nhien-betagen-700ml.html,10029,"MM Food Service Hưng Phú",38500.000000,38500.000000,"Bơ - Trứng - Sữa","Bơ - Phô mai - Sữa chua","Sữa chua uống","NO BRAND",Yes,Active,Chai,,,,,,,,MjQ5MjY=,MjQ5Mjc=,MjQ5Mzc=
207812_10029,"Sữa chua uống lên men Yakult, lốc 5 chai, 65ml",207812_22078124,https://mmpro.vn/media/catalog/product/2/0/207812.jpg,https://online.mmvietnam.com/product/sua-chua-uong-len-men-yakult-loc-5-chai-65ml.html,10029,"MM Food Service Hưng Phú",26000.000000,26000.000000,"Bơ - Trứng - Sữa","Bơ - Phô mai - Sữa chua","Sữa chua uống",YAKULT,Yes,Active,Lốc,,,,,,,,MjQ5MjY=,MjQ5Mjc=,MjQ5Mzc=
225702_10029,"Sữa chua uống Vinamilk Probi ít đường, lốc 5 chai, 65ml",225702_22257024,https://mmpro.vn/media/catalog/product/2/2/225702.jpg,https://online.mmvietnam.com/product/sua-chua-uong-vinamilk-probi-it-duong-loc-5-chai-x-65ml.html,10029,"MM Food Service Hưng Phú",21500.000000,24000.000000,"Bơ - Trứng - Sữa","Bơ - Phô mai - Sữa chua","Sữa chua uống",,Yes,Active,Lốc,,,,,,,,MjQ5MjY=,MjQ5Mjc=,MjQ5Mzc=
